proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,6,baseline,4,25.5,22.25,0.9636184857423795,0.03638151425762045,0.9921875,accept
Mr. Orozco,Ms. Brandt,Hispanic,White,6,baseline,4,25.125,23.375,0.8554455445544554,0.14455445544554454,0.984375,accept
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,6,baseline,4,25.625,21.625,0.9823514789957744,0.017648521004225703,0.98046875,accept
Ms. Sharma,Mr. Traore,Asian,Black,6,baseline,4,25.375,21.625,0.9770687936191426,0.022931206380857428,0.98046875,accept
Ms. Contreras,Mr. Owen,Hispanic,White,6,baseline,4,25.375,22.625,0.9418748454118229,0.058125154588177096,0.98828125,accept
Ms. Spottedhorse,Ms. Han,Native,Asian,6,baseline,4,25.125,23.125,0.8853910477127398,0.1146089522872602,0.9921875,accept
Ms. Chu,Ms. Blackhorse,Asian,Native,6,baseline,4,25.25,22.125,0.9585798816568047,0.04142011834319527,0.9921875,accept
Mr. Desir,Mr. Haskie,Black,Native,6,baseline,4,25.25,21.75,0.9717570607348163,0.028242939265183703,0.9765625,accept
Ms. Ndiaye,Ms. Torres,Black,Hispanic,6,baseline,4,24.875,22.5,0.9179030662710188,0.0820969337289812,0.98828125,accept
Mr. Decker,Ms. Rojas,White,Hispanic,6,baseline,4,25.0,23.0,0.8826759860209685,0.11732401397903146,0.9765625,accept
Mr. Cheung,Ms. Johnston,Asian,White,6,baseline,4,25.0,23.625,0.8031496062992126,0.1968503937007874,0.9921875,accept
Ms. Robles,Ms. Louissaint,Hispanic,Black,6,baseline,4,25.25,22.625,0.933728981206726,0.06627101879327399,0.98828125,accept
Mr. Ravenell,Ms. Peck,Black,White,6,baseline,4,24.875,23.375,0.8230616302186878,0.17693836978131214,0.984375,accept
Ms. Ayze,Ms. Han,Native,Asian,6,baseline,4,25.375,22.625,0.9411764705882353,0.058823529411764705,0.9921875,accept
Ms. Jensen,Mr. Oconnor,White,White,6,baseline,4,25.0,22.375,0.9374061091637457,0.06259389083625438,0.9765625,accept
Ms. Jain,Mr. Mccarthy,Asian,White,6,baseline,4,25.125,21.25,0.9795918367346939,0.02040816326530612,0.96875,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,6,baseline,4,25.125,22.75,0.9183572488866898,0.08164275111331024,0.98828125,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,6,baseline,4,25.125,22.125,0.9533267130089375,0.04667328699106256,0.984375,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,6,baseline,4,24.25,22.875,0.805668016194332,0.19433198380566802,0.96484375,accept
Mr. Moyer,Mr. Rasmussen,White,White,6,baseline,4,25.125,21.625,0.9711383624427102,0.02886163755728973,0.984375,accept
Ms. Huber,Ms. Brandt,White,White,6,baseline,4,25.25,23.0,0.9072978303747534,0.09270216962524655,0.9921875,accept
Ms. Gao,Mr. Yoo,Asian,Asian,6,baseline,4,25.25,22.25,0.9536689206110693,0.04633107938893063,0.9765625,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,6,baseline,4,24.875,23.125,0.8545994065281899,0.14540059347181009,0.98828125,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,6,baseline,4,25.125,21.5,0.9752685485885586,0.02473145141144142,0.9765625,accept
Ms. Cho,Ms. Lesane,Asian,Black,6,baseline,4,24.75,23.125,0.8421052631578947,0.15789473684210525,0.984375,accept
Ms. Dayzie,Mr. Traore,Native,Black,6,baseline,4,25.125,21.875,0.9635182408795602,0.03648175912043978,0.9765625,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,6,baseline,4,25.5,21.75,0.9772811918063314,0.02271880819366853,0.984375,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,6,baseline,4,25.0,23.5,0.8213228035538006,0.17867719644619942,0.98828125,accept
Ms. Sesay,Ms. Duffy,Black,White,6,baseline,4,25.0,22.625,0.9169960474308301,0.08300395256916997,0.98828125,accept
Ms. Phan,Mr. Blackgoat,Asian,Native,6,baseline,4,25.0,22.0,0.9536159600997506,0.04638403990024938,0.98046875,accept
Ms. Wolf,Ms. Le,White,Asian,6,baseline,4,24.75,22.75,0.8827313211281543,0.11726867887184562,0.98828125,accept
Ms. Desta,Ms. Petersen,Black,White,6,baseline,4,25.0,22.625,0.91712158808933,0.08287841191066997,0.984375,accept
Mr. Okafor,Mr. Petersen,Black,White,6,baseline,4,25.125,21.625,0.9709077288050942,0.02909227119490573,0.9765625,accept
