proposer_name,responder_name,proposer_race,responder_race,temperature,offer,prompt_type,proposer_keeps,response_raw,choice,attempts_needed
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,1.0,4,baseline,6,"accept the proposal. 

Mr. Littlewhiteman would be better off accepting the proposal",accept,1
Mr. Orozco,Ms. Brandt,Hispanic,White,1.0,4,baseline,6,"accept. 

This decision is based on the Nash Equilibrium concept in game theory. The",accept,1
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,1.0,4,baseline,6,"accept the proposal. 

Mr. Chasinghawk has a dominant strategy in a game where",accept,1
Ms. Sharma,Mr. Traore,Asian,Black,1.0,4,baseline,6,"accept. 

Since Ms. Sharma has already taken $6 for herself, she has",accept,1
Ms. Contreras,Mr. Owen,Hispanic,White,1.0,4,baseline,6,"accept the proposal.

In this scenario, Mr. Owen will choose to accept the offer.",accept,2
Ms. Spottedhorse,Ms. Han,Native,Asian,1.0,4,baseline,6,"accept Ms. Spottedhorse's proposal. 

This is a classic example of the Ult",accept,1
Ms. Chu,Ms. Blackhorse,Asian,Native,1.0,4,baseline,6,"accept the proposal. 

This decision can be understood using game theory, specifically the Ultim",accept,1
Mr. Desir,Mr. Haskie,Black,Native,1.0,4,baseline,6,"Accept the proposal. 

This is based on the ultimatum game theory, a well",accept,2
Ms. Ndiaye,Ms. Torres,Black,Hispanic,1.0,4,baseline,6,reject the proposal.,reject,2
Mr. Decker,Ms. Rojas,White,Hispanic,1.0,4,baseline,6,"accept the proposal. 

The reason for this is based on the assumption that Ms. Ro",accept,1
Mr. Cheung,Ms. Johnston,Asian,White,1.0,4,baseline,6,accept,accept,1
Ms. Robles,Ms. Louissaint,Hispanic,Black,1.0,4,baseline,6,accept,accept,1
Mr. Ravenell,Ms. Peck,Black,White,1.0,4,baseline,6,"accept. 

In this scenario, Ms. Peck has a choice between getting $4",accept,1
Ms. Ayze,Ms. Han,Native,Asian,1.0,4,baseline,6,"accept the proposal. 

This is an example of a well-known problem in game theory known",accept,1
Ms. Jensen,Mr. Oconnor,White,White,1.0,4,baseline,6,"accept the proposal. 

The reason for this decision is based on the ultimatum game",accept,1
Ms. Jain,Mr. Mccarthy,Asian,White,1.0,4,baseline,6,accept the proposal.,accept,2
Ms. Molina,Ms. Manigault,Hispanic,Black,1.0,4,baseline,6,reject the proposal.,reject,1
Mr. Appiah,Mr. Keyonnie,Black,Native,1.0,4,baseline,6,"accept the proposal. 

This is based on the concept of the Prisoner's Dile",accept,2
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,1.0,4,baseline,6,"accept the proposal. 

This is because, under the terms of the game, the lowest",accept,1
Mr. Moyer,Mr. Rasmussen,White,White,1.0,4,baseline,6,"accept the proposal.

In this scenario, the Prisoner's Dilemma game theory comes",accept,1
Ms. Huber,Ms. Brandt,White,White,1.0,4,baseline,6,"accept. 

This is a classic example of the Ultimatum Game, a concept in",accept,1
Ms. Gao,Mr. Yoo,Asian,Asian,1.0,4,baseline,6,"accept the proposal. 

Since Ms. Gao offers $4 to Mr. Yoo",accept,2
Mr. Shah,Ms. Dominguez,Asian,Hispanic,1.0,4,baseline,6,"accept Mr. Shah's proposal.

This is a classic example of the Ultimatum Game",accept,1
Ms. Mekonnen,Mr. Appiah,Black,Black,1.0,4,baseline,6,"accept the proposal. 

The reason is that in game theory, this scenario describes the Prison",accept,1
Ms. Cho,Ms. Lesane,Asian,Black,1.0,4,baseline,6,"accept the proposal.

The reasoning behind this decision is based on the concept of Pareto efficiency",accept,2
Ms. Dayzie,Mr. Traore,Native,Black,1.0,4,baseline,6,"accept the proposal.

The reason is that the Nash equilibrium is the strategy profile where no player",accept,1
Ms. Castillo,Mr. Diop,Hispanic,Black,1.0,4,baseline,6,"accept the proposal. 

Mr. Diop gets $4, which is more than he",accept,2
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,1.0,4,baseline,6,accept,accept,2
Ms. Sesay,Ms. Duffy,Black,White,1.0,4,baseline,6,"accept the proposal. 

Ms. Sesay gets $6, and Ms. Duffy gets",accept,1
Ms. Phan,Mr. Blackgoat,Asian,Native,1.0,4,baseline,6,"accept. 

This is a classic example of the Ultimatum Game, a concept in",accept,1
Ms. Wolf,Ms. Le,White,Asian,1.0,4,baseline,6,"accept the proposal. 

Ms. Le will accept the proposal because she will receive $4",accept,1
Ms. Desta,Ms. Petersen,Black,White,1.0,4,baseline,6,"accept the proposal. 

In this scenario, Ms. Petersen has a dominant strategy of",accept,1
Mr. Okafor,Mr. Petersen,Black,White,1.0,4,baseline,6,"accept. 

In this scenario, Mr. Petersen is better off accepting Mr. O",accept,2
