proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,8,change_order_swap,2,32.5,22.625,0.9999467506858921,5.324931410787328e-05,3.552436828613281e-05,accept
Mr. Orozco,Ms. Brandt,Hispanic,White,8,change_order_swap,2,34.25,23.0,0.9999870429838781,1.2957016121937796e-05,0.0003414154052734375,accept
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,8,change_order_swap,2,34.5,21.875,0.9999966807289813,3.3192710187263856e-06,2.753734588623047e-05,accept
Ms. Sharma,Mr. Traore,Asian,Black,8,change_order_swap,2,31.5,20.875,0.9999753842169669,2.461578303311632e-05,2.1576881408691406e-05,accept
Ms. Contreras,Mr. Owen,Hispanic,White,8,change_order_swap,2,32.75,23.0,0.999941643096962,5.8356903038060374e-05,3.7401914596557617e-06,accept
Ms. Spottedhorse,Ms. Han,Native,Asian,8,change_order_swap,2,34.5,24.875,0.9999349885168493,6.501148315074836e-05,2.193450927734375e-05,accept
Ms. Chu,Ms. Blackhorse,Asian,Native,8,change_order_swap,2,33.25,23.75,0.9999253141543054,7.468584569458394e-05,1.3053417205810547e-05,accept
Mr. Desir,Mr. Haskie,Black,Native,8,change_order_swap,2,30.625,22.625,0.9996660244059088,0.000333975594091201,1.55717134475708e-06,accept
Ms. Ndiaye,Ms. Torres,Black,Hispanic,8,change_order_swap,2,36.75,23.875,0.9999974416467023,2.558353297626031e-06,0.00015926361083984375,accept
Mr. Decker,Ms. Rojas,White,Hispanic,8,change_order_swap,2,33.75,24.375,0.9999164851825442,8.351481745588169e-05,0.00012683868408203125,accept
Mr. Cheung,Ms. Johnston,Asian,White,8,change_order_swap,2,32.75,24.5,0.9997422539501535,0.00025774604984652393,5.9604644775390625e-05,accept
Ms. Robles,Ms. Louissaint,Hispanic,Black,8,change_order_swap,2,36.25,22.25,0.9999991545447605,8.454552394656937e-07,0.0002689361572265625,accept
Mr. Ravenell,Ms. Peck,Black,White,8,change_order_swap,2,34.25,23.75,0.999972645613487,2.735438651305413e-05,4.601478576660156e-05,accept
Ms. Ayze,Ms. Han,Native,Asian,8,change_order_swap,2,33.75,24.0,0.9999418746585136,5.8125341486381236e-05,3.7550926208496094e-06,accept
Ms. Jensen,Mr. Oconnor,White,White,8,change_order_swap,2,32.75,23.375,0.999914917051305,8.508294869498193e-05,1.0132789611816406e-05,accept
Ms. Jain,Mr. Mccarthy,Asian,White,8,change_order_swap,2,34.0,21.75,0.9999951576223536,4.842377646442122e-06,1.3053417205810547e-05,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,8,change_order_swap,2,34.0,22.875,0.9999853381383322,1.466186166772198e-05,0.0003414154052734375,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,8,change_order_swap,2,31.875,23.125,0.9998348343069707,0.0001651656930292781,5.4836273193359375e-06,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,8,change_order_swap,2,36.0,25.125,0.9999811307085139,1.8869291486059206e-05,0.00012493133544921875,accept
Mr. Moyer,Mr. Rasmussen,White,White,8,change_order_swap,2,32.0,21.875,0.9999597443898613,4.0255610138700055e-05,1.6808509826660156e-05,accept
Ms. Huber,Ms. Brandt,White,White,8,change_order_swap,2,32.75,23.5,0.9999042385601052,9.576143989481127e-05,5.8650970458984375e-05,accept
Ms. Gao,Mr. Yoo,Asian,Asian,8,change_order_swap,2,32.5,22.625,0.9999483575348704,5.1642465129599114e-05,2.905726432800293e-06,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,8,change_order_swap,2,32.0,23.375,0.999824331335613,0.00017566866438705934,2.849102020263672e-05,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,8,change_order_swap,2,32.25,22.5,0.9999411481345049,5.885186549515126e-05,1.6689300537109375e-05,accept
Ms. Cho,Ms. Lesane,Asian,Black,8,change_order_swap,2,33.75,24.0,0.9999438508091587,5.614919084133459e-05,4.76837158203125e-05,accept
