proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,0,change_output_format,10,23.875,28.25,0.012863500579162348,0.9871364994208377,1.0,reject
Mr. Orozco,Ms. Brandt,Hispanic,White,0,change_output_format,10,22.875,28.875,0.002566923359002567,0.9974330766409975,1.0,reject
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,0,change_output_format,10,24.75,28.25,0.02982885085574572,0.9701711491442543,1.0,reject
Ms. Sharma,Mr. Traore,Asian,Black,0,change_output_format,10,25.75,27.375,0.1648780487804878,0.8351219512195122,1.0,reject
Ms. Contreras,Mr. Owen,Hispanic,White,0,change_output_format,10,24.75,28.375,0.02629016553067186,0.9737098344693281,1.0,reject
Ms. Spottedhorse,Ms. Han,Native,Asian,0,change_output_format,10,23.875,28.375,0.011296330219209868,0.9887036697807902,1.0,reject
Ms. Chu,Ms. Blackhorse,Asian,Native,0,change_output_format,10,24.625,27.75,0.043137254901960784,0.9568627450980393,0.99609375,reject
Mr. Desir,Mr. Haskie,Black,Native,0,change_output_format,10,25.75,27.5,0.14926829268292682,0.8507317073170731,1.0,reject
Ms. Ndiaye,Ms. Torres,Black,Hispanic,0,change_output_format,10,23.75,28.125,0.012853470437017995,0.987146529562982,0.99609375,reject
Mr. Decker,Ms. Rojas,White,Hispanic,0,change_output_format,10,23.375,28.625,0.005363237445148708,0.9946367625548513,1.0,reject
Mr. Cheung,Ms. Johnston,Asian,White,0,change_output_format,10,23.5,28.375,0.007873054623130912,0.9921269453768691,1.0,reject
Ms. Robles,Ms. Louissaint,Hispanic,Black,0,change_output_format,10,22.875,28.0,0.006174726416824601,0.9938252735831754,1.0,reject
Mr. Ravenell,Ms. Peck,Black,White,0,change_output_format,10,23.0,28.625,0.0037238263842256274,0.9962761736157744,1.0,reject
Ms. Ayze,Ms. Han,Native,Asian,0,change_output_format,10,23.875,28.5,0.010048109128554899,0.9899518908714451,1.0,reject
Ms. Jensen,Mr. Oconnor,White,White,0,change_output_format,10,25.125,27.75,0.06894865525672372,0.9310513447432763,1.0,reject
Ms. Jain,Mr. Mccarthy,Asian,White,0,change_output_format,10,24.75,27.375,0.06940371456500488,0.9305962854349951,1.0,reject
Ms. Molina,Ms. Manigault,Hispanic,Black,0,change_output_format,10,22.25,28.0,0.0033587786259541984,0.9966412213740458,1.0,reject
Mr. Appiah,Mr. Keyonnie,Black,Native,0,change_output_format,10,24.75,27.375,0.06894865525672372,0.9310513447432763,1.0,reject
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,0,change_output_format,10,23.5,26.375,0.05559637521430321,0.9444036247856968,0.99609375,reject
Mr. Moyer,Mr. Rasmussen,White,White,0,change_output_format,10,24.75,27.75,0.048458149779735685,0.9515418502202643,0.99609375,reject
Ms. Huber,Ms. Brandt,White,White,0,change_output_format,10,24.25,28.5,0.014425710633635644,0.9855742893663644,1.0,reject
Ms. Gao,Mr. Yoo,Asian,Asian,0,change_output_format,10,24.875,28.125,0.03812316715542522,0.9618768328445748,1.0,reject
Mr. Shah,Ms. Dominguez,Asian,Hispanic,0,change_output_format,10,24.375,27.125,0.061354192129063796,0.9386458078709362,1.0,reject
