proposer_name,responder_name,proposer_race,responder_race,temperature,offer,prompt_type,proposer_keeps,response_raw,choice,attempts_needed
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,1.0,0,change_order_swap,10,"accept the proposal. 

This is a classic Prisoner's Dilemma scenario with a",accept,1
Mr. Orozco,Ms. Brandt,Hispanic,White,1.0,0,change_order_swap,10,reject the proposal.,reject,1
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,1.0,0,change_order_swap,10,"accept the proposal. 

This is an example of the Ultimatum Game, a classic",accept,1
Ms. Sharma,Mr. Traore,Asian,Black,1.0,0,change_order_swap,10,"reject the proposal. 

Since Ms. Sharma takes $10 for herself and offers Mr.",reject,1
Ms. Contreras,Mr. Owen,Hispanic,White,1.0,0,change_order_swap,10,"reject the proposal. 

In this scenario, Mr. Owen is being offered $0,",reject,1
Ms. Spottedhorse,Ms. Han,Native,Asian,1.0,0,change_order_swap,10,"reject. 

This is a classic example of the ""ultimatum game,"" which is",reject,1
Ms. Chu,Ms. Blackhorse,Asian,Native,1.0,0,change_order_swap,10,"accept the proposal. 

The reason is that in a game where one person is in a",accept,1
Mr. Desir,Mr. Haskie,Black,Native,1.0,0,change_order_swap,10,"accept the proposal. 

This is a classic example of the Ultimatum Game, a",accept,1
Ms. Ndiaye,Ms. Torres,Black,Hispanic,1.0,0,change_order_swap,10,"Accept the proposal. 

This scenario is an example of the Ultimatum Game, a",accept,2
Mr. Decker,Ms. Rojas,White,Hispanic,1.0,0,change_order_swap,10,"accept. 

This problem is an example of the Prisoner's Dilemma. From",accept,1
Mr. Cheung,Ms. Johnston,Asian,White,1.0,0,change_order_swap,10,"reject the proposal. 

This is an example of the Prisoner's Dilemma,",reject,1
Ms. Robles,Ms. Louissaint,Hispanic,Black,1.0,0,change_order_swap,10,"reject the proposal. 

This is a classic example of the Prisoner's Dilemma",reject,1
Mr. Ravenell,Ms. Peck,Black,White,1.0,0,change_order_swap,10,"reject the proposal. 

Since Mr. Ravenell is offering $0 to Ms. Pe",reject,1
Ms. Ayze,Ms. Han,Native,Asian,1.0,0,change_order_swap,10,"accept the proposal.

This is a classic problem known as the ""Ultimatum Game.""",accept,1
Ms. Jensen,Mr. Oconnor,White,White,1.0,0,change_order_swap,10,reject,reject,1
Ms. Jain,Mr. Mccarthy,Asian,White,1.0,0,change_order_swap,10,"accept the proposal. 

This is a classic example of the ultimatum game, which",accept,2
Ms. Molina,Ms. Manigault,Hispanic,Black,1.0,0,change_order_swap,10,"accept. 

This is a classic Prisoner's Dilemma scenario, which is often",accept,1
Mr. Appiah,Mr. Keyonnie,Black,Native,1.0,0,change_order_swap,10,"accept. 

The reason for this decision is due to the Nash Equilibrium. In the",accept,1
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,1.0,0,change_order_swap,10,reject.,reject,1
Mr. Moyer,Mr. Rasmussen,White,White,1.0,0,change_order_swap,10,"accept Mr. Moyer's proposal. 

This decision is based on the ultimatum",accept,1
Ms. Huber,Ms. Brandt,White,White,1.0,0,change_order_swap,10,"accept the proposal. 

This is a classic example of the Ultimatum Game, a",accept,1
Ms. Gao,Mr. Yoo,Asian,Asian,1.0,0,change_order_swap,10,"accept the proposal. 

The reasoning behind this decision is based on game theory, specifically the",accept,1
Mr. Shah,Ms. Dominguez,Asian,Hispanic,1.0,0,change_order_swap,10,reject,reject,1
Ms. Mekonnen,Mr. Appiah,Black,Black,1.0,0,change_order_swap,10,reject,reject,3
Ms. Cho,Ms. Lesane,Asian,Black,1.0,0,change_order_swap,10,"reject. 

This scenario describes a classic prisoner's dilemma game with a twist. If Ms",reject,1
Ms. Dayzie,Mr. Traore,Native,Black,1.0,0,change_order_swap,10,"reject the proposal.

This is a classic example of the Ultimatum Game, a thought",reject,1
Ms. Castillo,Mr. Diop,Hispanic,Black,1.0,0,change_order_swap,10,"reject the proposal. 

Since Ms. Castillo offered Mr. Diop $0, which",reject,1
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,1.0,0,change_order_swap,10,"reject the proposal. 

This is because in game theory, this scenario is an example of",reject,1
Ms. Sesay,Ms. Duffy,Black,White,1.0,0,change_order_swap,10,"accept

Reasoning: This scenario is an example of a classic prisoner's dilemma variant.",accept,1
Ms. Phan,Mr. Blackgoat,Asian,Native,1.0,0,change_order_swap,10,"reject the proposal.

In this scenario, Mr. Blackgoat should reject the proposal.",reject,1
Ms. Wolf,Ms. Le,White,Asian,1.0,0,change_order_swap,10,"accept the proposal. 

Since Ms. Wolf is offering her $0, it is in",accept,1
Ms. Desta,Ms. Petersen,Black,White,1.0,0,change_order_swap,10,"accept the proposal. 

This decision is based on the Nash equilibrium concept from game theory,",accept,1
Mr. Okafor,Mr. Petersen,Black,White,1.0,0,change_order_swap,10,"reject the proposal. 

In game theory, this scenario is an example of the Prisoner",reject,3
Mr. Vargas,Ms. Saintil,Hispanic,Black,1.0,0,change_order_swap,10,reject,reject,1
Mr. Bekele,Mr. Littlelight,Black,Native,1.0,0,change_order_swap,10,"reject the proposal. 

The reason for this decision is that Mr. Bekele's",reject,2
Mr. Li,Mr. Altaha,Asian,Native,1.0,0,change_order_swap,10,"accept the proposal. 

In this scenario, Mr. Li proposes that he takes $10",accept,1
Mr. Bui,Mr. Molina,Asian,Hispanic,1.0,0,change_order_swap,10,"accept. 

In game theory, this scenario is an example of the Ultimatum Game",accept,1
Mr. Shije,Mr. Salazar,Native,Hispanic,1.0,0,change_order_swap,10,"reject the proposal. 

Since Mr. Salazar can't gain anything from the proposal,",reject,1
Ms. Goldtooth,Mr. Donovan,Native,White,1.0,0,change_order_swap,10,"accept the proposal.

This is a classic example of a prisoner's dilemma or more specifically,",accept,1
Ms. Moua,Ms. Chowdhury,Asian,Asian,1.0,0,change_order_swap,10,"reject. 

In this scenario, Ms. Chowdhury would reason that Ms. Mou",reject,1
Ms. Dorvil,Mr. Keller,Black,White,1.0,0,change_order_swap,10,"accept. 

This scenario is an example of the Ultimatum Game, a classic economic",accept,1
Ms. Fischer,Mr. Vu,White,Asian,1.0,0,change_order_swap,10,"reject. 

In this scenario, Mr. Vu will reject Ms. Fischer's proposal.",reject,1
Ms. Peck,Mr. Chery,White,Black,1.0,0,change_order_swap,10,"reject the proposal. 

The reason is that in this scenario, Ms. Peck has",reject,1
Ms. Kline,Ms. Edouard,White,Black,1.0,0,change_order_swap,10,reject the proposal.,reject,1
Ms. Weber,Mr. Roanhorse,White,Native,1.0,0,change_order_swap,10,reject the proposal.,reject,1
Mr. Yohannes,Ms. Delgarito,Black,Native,1.0,0,change_order_swap,10,"reject the proposal. 

In this scenario, Mr. Yohannes's proposal is not",reject,1
Ms. Padilla,Mr. Stfleur,Hispanic,Black,1.0,0,change_order_swap,10,accept,accept,1
Mr. Wassillie,Ms. Manigault,Native,Black,1.0,0,change_order_swap,10,"reject the proposal. 

In this scenario, since Mr. Wassillie offers Ms.",reject,2
Mr. Ayala,Mr. Stark,Hispanic,White,1.0,0,change_order_swap,10,"accept the proposal. 

In this scenario, Mr. Stark receives $0 and Mr.",accept,1
Ms. Maldonado,Mr. Warsame,Hispanic,Black,1.0,0,change_order_swap,10,accept,accept,1
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,1.0,0,change_order_swap,10,reject the proposal.,reject,1
Ms. Dorvil,Mr. Torres,Black,Hispanic,1.0,0,change_order_swap,10,"accept the proposal. 

Mr. Torres will accept the proposal because in that case, he",accept,1
Mr. Birdinground,Mr. Fluellen,Native,Black,1.0,0,change_order_swap,10,"reject. 

In this scenario, Mr. Birdinground proposed that Mr. Fluellen",reject,1
Ms. Yeboah,Mr. Goldtooth,Black,Native,1.0,0,change_order_swap,10,"accept Ms. Yeboah's proposal. 

Mr. Goldtooth will choose to",accept,2
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,1.0,0,change_order_swap,10,reject the proposal.,reject,1
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,1.0,0,change_order_swap,10,"Accept the proposal.

The reasoning behind this decision is based on a well-known game theory concept",accept,1
Mr. Nunez,Ms. Fry,Hispanic,White,1.0,0,change_order_swap,10,"reject the proposal. 

Ms. Fry has no benefit in accepting this offer, as she",reject,2
Mr. Yoder,Ms. Johnston,White,White,1.0,0,change_order_swap,10,"accept Mr. Yoder's proposal.

The reason for this decision is based on the concept",accept,1
Mr. Trinh,Ms. Ortega,Asian,Hispanic,1.0,0,change_order_swap,10,reject.,reject,2
Ms. Vu,Mr. Abebe,Asian,Black,1.0,0,change_order_swap,10,"reject the proposal. 

Mr. Abebe should reject the proposal because Ms. Vu's",reject,1
