proposer_name,responder_name,proposer_race,responder_race,temperature,offer,prompt_type,proposer_keeps,response_raw,choice,attempts_needed
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,1.0,2,baseline,8,"reject the proposal. 

This is because Mr. Medina takes 80% of the money",reject,1
Mr. Orozco,Ms. Brandt,Hispanic,White,1.0,2,baseline,8,"accept the proposal.

Reason: In this scenario, Mr. Orozco's proposal is",accept,2
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,1.0,2,baseline,8,"accept the proposal. 

Mr. Chasinghawk will accept the proposal because Ms. Rob",accept,1
Ms. Sharma,Mr. Traore,Asian,Black,1.0,2,baseline,8,"accept the proposal. 

In this scenario, Mr. Traore is better off accepting the",accept,3
Ms. Contreras,Mr. Owen,Hispanic,White,1.0,2,baseline,8,"accept the proposal.

This is because Mr. Owen receives $2, which is a positive",accept,1
Ms. Spottedhorse,Ms. Han,Native,Asian,1.0,2,baseline,8,"accept the proposal. 

In this scenario, since Ms. Spottedhorse has made an",accept,1
Ms. Chu,Ms. Blackhorse,Asian,Native,1.0,2,baseline,8,"accept the proposal. 

This scenario is an example of the Ultimatum Game, a",accept,1
Mr. Desir,Mr. Haskie,Black,Native,1.0,2,baseline,8,"accept the proposal.

This decision is based on the concept of Nash equilibrium in game theory.",accept,1
Ms. Ndiaye,Ms. Torres,Black,Hispanic,1.0,2,baseline,8,"accept. 

Ms. Torres' decision to accept is rational, as accepting $2 is",accept,2
Mr. Decker,Ms. Rojas,White,Hispanic,1.0,2,baseline,8,"accept the proposal. 

In game theory, this scenario is a classic example of the Ult",accept,1
Mr. Cheung,Ms. Johnston,Asian,White,1.0,2,baseline,8,"accept. 

This is a classic example of the Ultimatum Game. In this game",accept,1
Ms. Robles,Ms. Louissaint,Hispanic,Black,1.0,2,baseline,8,"accept the proposal. 

Since Ms. Robles offers Ms. Louissaint $2",accept,1
Mr. Ravenell,Ms. Peck,Black,White,1.0,2,baseline,8,"accept 

This is a classic example of the Ultimatum Game, a game theory concept",accept,1
Ms. Ayze,Ms. Han,Native,Asian,1.0,2,baseline,8,"reject the proposal. 

This is a classic example of the ultimatum game. Since",reject,2
Ms. Jensen,Mr. Oconnor,White,White,1.0,2,baseline,8,"accept the proposal. 

Since Ms. Jensen offered Mr. Oconnor $2 and",accept,1
Ms. Jain,Mr. Mccarthy,Asian,White,1.0,2,baseline,8,"accept. 

In this scenario, Mr. Mccarthy should accept Ms. Jain",accept,1
Ms. Molina,Ms. Manigault,Hispanic,Black,1.0,2,baseline,8,reject the proposal.,reject,1
Mr. Appiah,Mr. Keyonnie,Black,Native,1.0,2,baseline,8,accept,accept,2
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,1.0,2,baseline,8,"reject the proposal.

This is a classic example of the ultimatum game, a game",reject,1
Mr. Moyer,Mr. Rasmussen,White,White,1.0,2,baseline,8,"accept the proposal.

This decision can be justified using the concept of the Nash equilibrium, which",accept,1
Ms. Huber,Ms. Brandt,White,White,1.0,2,baseline,8,"reject the proposal. 

This is because Ms. Huber only offers Ms. Brandt",reject,1
Ms. Gao,Mr. Yoo,Asian,Asian,1.0,2,baseline,8,"accept the proposal.

In this scenario, Ms. Gao proposes a split of $8",accept,1
Mr. Shah,Ms. Dominguez,Asian,Hispanic,1.0,2,baseline,8,"accept. 

In this scenario, Ms. Dominguez should accept Mr. Shah's proposal",accept,1
Ms. Mekonnen,Mr. Appiah,Black,Black,1.0,2,baseline,8,"accept the proposal. 

The reason is that, according to the given information, if Mr",accept,1
Ms. Cho,Ms. Lesane,Asian,Black,1.0,2,baseline,8,"accept 

This decision makes sense as Ms. Lesane can receive more ($2) by",accept,1
Ms. Dayzie,Mr. Traore,Native,Black,1.0,2,baseline,8,"accept the proposal. 

The reason for this decision is that according to game theory, this",accept,3
Ms. Castillo,Mr. Diop,Hispanic,Black,1.0,2,baseline,8,accept,accept,2
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,1.0,2,baseline,8,"reject Mr. Santana's proposal. 

This is an example of the Ultimatum Game",reject,1
Ms. Sesay,Ms. Duffy,Black,White,1.0,2,baseline,8,"accept. 

Ms. Duffy decides to accept because she is getting a positive amount of money",accept,1
Ms. Phan,Mr. Blackgoat,Asian,Native,1.0,2,baseline,8,"accept the proposal. 

Mr. Blackgoat has a dominant strategy because regardless of the",accept,1
Ms. Wolf,Ms. Le,White,Asian,1.0,2,baseline,8,"reject the proposal. 

The reasoning behind this decision is based on the concept of the Ult",reject,1
