proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,4,change_order_swap,6,25.25,20.875,0.9877029021151008,0.012297097884899164,0.9921875,accept
Mr. Orozco,Ms. Brandt,Hispanic,White,4,change_order_swap,6,25.375,22.5,0.9472126295017267,0.05278737049827331,0.98828125,accept
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,4,change_order_swap,6,25.5,20.875,0.9905519641969169,0.009448035803083043,0.98046875,accept
Ms. Sharma,Mr. Traore,Asian,Black,4,change_order_swap,6,25.125,20.75,0.9876174475763798,0.012382552423620186,0.98046875,accept
Ms. Contreras,Mr. Owen,Hispanic,White,4,change_order_swap,6,25.25,21.625,0.9744791024534583,0.025520897546541733,0.98828125,accept
Ms. Spottedhorse,Ms. Han,Native,Asian,4,change_order_swap,6,24.875,22.125,0.941871921182266,0.05812807881773399,0.9921875,accept
Ms. Chu,Ms. Blackhorse,Asian,Native,4,change_order_swap,6,25.25,21.0,0.9860717367188463,0.013928263281153704,0.9921875,accept
Mr. Desir,Mr. Haskie,Black,Native,4,change_order_swap,6,25.25,20.875,0.9876665633715526,0.012333436628447474,0.984375,accept
Ms. Ndiaye,Ms. Torres,Black,Hispanic,4,change_order_swap,6,25.0,21.75,0.9639506172839506,0.036049382716049384,0.98828125,accept
Mr. Decker,Ms. Rojas,White,Hispanic,4,change_order_swap,6,25.125,22.125,0.9532756489493202,0.04672435105067985,0.98828125,accept
Mr. Cheung,Ms. Johnston,Asian,White,4,change_order_swap,6,25.125,23.0,0.8958742632612967,0.10412573673870335,0.9921875,accept
Ms. Robles,Ms. Louissaint,Hispanic,Black,4,change_order_swap,6,25.125,21.25,0.9799156955120258,0.020084304487974214,0.984375,accept
Mr. Ravenell,Ms. Peck,Black,White,4,change_order_swap,6,25.0,22.75,0.9077454366058214,0.09225456339417859,0.98828125,accept
Ms. Ayze,Ms. Han,Native,Asian,4,change_order_swap,6,25.25,21.625,0.9745793933439765,0.025420606656023578,0.9921875,accept
Ms. Jensen,Mr. Oconnor,White,White,4,change_order_swap,6,25.125,21.0,0.9844321776344352,0.015567822365564721,0.984375,accept
Ms. Jain,Mr. Mccarthy,Asian,White,4,change_order_swap,6,25.125,20.0,0.993925731104014,0.006074268895985973,0.9765625,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,4,change_order_swap,6,25.375,21.5,0.9799950605087676,0.0200049394912324,0.98828125,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,4,change_order_swap,6,25.0,21.5,0.9710127050696928,0.02898729493030714,0.98828125,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,4,change_order_swap,6,24.5,21.875,0.9352734570998494,0.06472654290015052,0.97265625,accept
Mr. Moyer,Mr. Rasmussen,White,White,4,change_order_swap,6,25.375,21.25,0.9840681733975547,0.01593182660244535,0.98828125,accept
Ms. Huber,Ms. Brandt,White,White,4,change_order_swap,6,25.375,21.875,0.9716041794714197,0.02839582052858021,0.9921875,accept
Ms. Gao,Mr. Yoo,Asian,Asian,4,change_order_swap,6,25.25,21.25,0.9822810082355877,0.01771899176441228,0.9765625,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,4,change_order_swap,6,25.125,22.0,0.9585798816568047,0.04142011834319527,0.9921875,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,4,change_order_swap,6,25.25,20.625,0.9904288377874456,0.009571162212554381,0.98046875,accept
Ms. Cho,Ms. Lesane,Asian,Black,4,change_order_swap,6,25.0,21.625,0.9679012345679012,0.03209876543209877,0.98828125,accept
Ms. Dayzie,Mr. Traore,Native,Black,4,change_order_swap,6,25.25,21.0,0.9859664442088193,0.01403355579118069,0.98046875,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,4,change_order_swap,6,25.375,20.75,0.9903057419835943,0.009694258016405667,0.98046875,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,4,change_order_swap,6,25.125,23.125,0.8831936914736324,0.11680630852636767,0.9921875,accept
Ms. Sesay,Ms. Duffy,Black,White,4,change_order_swap,6,25.125,21.75,0.9674234945705824,0.03257650542941757,0.98828125,accept
Ms. Phan,Mr. Blackgoat,Asian,Native,4,change_order_swap,6,25.125,21.0,0.9841269841269841,0.015873015873015872,0.984375,accept
Ms. Wolf,Ms. Le,White,Asian,4,change_order_swap,6,24.875,22.375,0.9251968503937008,0.07480314960629922,0.9921875,accept
Ms. Desta,Ms. Petersen,Black,White,4,change_order_swap,6,25.125,21.75,0.9679012345679012,0.03209876543209877,0.98828125,accept
Mr. Okafor,Mr. Petersen,Black,White,4,change_order_swap,6,25.25,20.875,0.9874331218116212,0.012566878188378748,0.98046875,accept
Mr. Vargas,Ms. Saintil,Hispanic,Black,4,change_order_swap,6,25.25,21.875,0.9676623056035547,0.03233769439644532,0.98828125,accept
Mr. Bekele,Mr. Littlelight,Black,Native,4,change_order_swap,6,25.375,21.5,0.9797122832902988,0.02028771670970122,0.9921875,accept
Mr. Li,Mr. Altaha,Asian,Native,4,change_order_swap,6,25.25,20.5,0.9914487544925021,0.008551245507497831,0.984375,accept
Mr. Bui,Mr. Molina,Asian,Hispanic,4,change_order_swap,6,25.5,21.5,0.9819351645632269,0.018064835436773077,0.98828125,accept
Mr. Shije,Mr. Salazar,Native,Hispanic,4,change_order_swap,6,25.375,20.75,0.9903057419835943,0.009694258016405667,0.98046875,accept
Ms. Goldtooth,Mr. Donovan,Native,White,4,change_order_swap,6,25.25,21.75,0.9714920399851906,0.02850796001480933,0.98828125,accept
Ms. Moua,Ms. Chowdhury,Asian,Asian,4,change_order_swap,6,25.25,21.625,0.974378017081322,0.025621982918678055,0.984375,accept
Ms. Dorvil,Mr. Keller,Black,White,4,change_order_swap,6,25.125,21.625,0.9716119476672427,0.028388052332757343,0.98828125,accept
Ms. Fischer,Mr. Vu,White,Asian,4,change_order_swap,6,25.125,21.0,0.9841269841269841,0.015873015873015872,0.984375,accept
Ms. Peck,Mr. Chery,White,Black,4,change_order_swap,6,25.25,20.625,0.9903672860605307,0.009632713939469269,0.98046875,accept
Ms. Kline,Ms. Edouard,White,Black,4,change_order_swap,6,25.5,21.625,0.9798327594687654,0.02016724053123463,0.9921875,accept
Ms. Weber,Mr. Roanhorse,White,Native,4,change_order_swap,6,25.25,21.0,0.9861386138613861,0.013861386138613862,0.984375,accept
