proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,1,baseline,9,25.25,23.0,0.9077454366058214,0.09225456339417859,0.98828125,accept
Mr. Orozco,Ms. Brandt,Hispanic,White,1,baseline,9,24.125,24.25,0.484,0.516,0.9765625,reject
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,1,baseline,9,25.25,22.875,0.9215491559086395,0.07845084409136048,0.984375,accept
Ms. Sharma,Mr. Traore,Asian,Black,1,baseline,9,25.125,22.625,0.9253880821231848,0.07461191787681522,0.9765625,accept
Ms. Contreras,Mr. Owen,Hispanic,White,1,baseline,9,25.0,23.375,0.844400396432111,0.155599603567889,0.984375,accept
Ms. Spottedhorse,Ms. Han,Native,Asian,1,baseline,9,24.5,23.5,0.7445544554455445,0.25544554455445545,0.984375,accept
Ms. Chu,Ms. Blackhorse,Asian,Native,1,baseline,9,25.125,22.5,0.9332674246169056,0.06673257538309442,0.98828125,accept
Mr. Desir,Mr. Haskie,Black,Native,1,baseline,9,25.125,22.125,0.9552238805970149,0.04477611940298507,0.98046875,accept
Ms. Ndiaye,Ms. Torres,Black,Hispanic,1,baseline,9,24.5,23.0,0.8253968253968254,0.1746031746031746,0.984375,accept
Mr. Decker,Ms. Rojas,White,Hispanic,1,baseline,9,24.5,23.625,0.7131474103585658,0.2868525896414343,0.98046875,accept
Mr. Cheung,Ms. Johnston,Asian,White,1,baseline,9,24.0,24.25,0.45742574257425744,0.5425742574257426,0.984375,reject
Ms. Robles,Ms. Louissaint,Hispanic,Black,1,baseline,9,24.75,23.5,0.7849355797819624,0.21506442021803765,0.984375,accept
Mr. Ravenell,Ms. Peck,Black,White,1,baseline,9,24.25,23.875,0.6067864271457086,0.3932135728542914,0.9765625,accept
Ms. Ayze,Ms. Han,Native,Asian,1,baseline,9,24.875,23.25,0.8427299703264095,0.1572700296735905,0.98828125,accept
Ms. Jensen,Mr. Oconnor,White,White,1,baseline,9,24.625,23.25,0.8215353938185443,0.17846460618145563,0.98046875,accept
Ms. Jain,Mr. Mccarthy,Asian,White,1,baseline,9,24.875,22.125,0.942366026289181,0.057633973710819006,0.96484375,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,1,baseline,9,24.875,23.5,0.8071570576540755,0.19284294234592445,0.984375,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,1,baseline,9,24.875,22.625,0.906930693069307,0.09306930693069307,0.984375,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,1,baseline,9,23.875,23.5,0.611336032388664,0.38866396761133604,0.96484375,accept
Mr. Moyer,Mr. Rasmussen,White,White,1,baseline,9,25.125,22.625,0.9262741217219198,0.07372587827808016,0.98828125,accept
Ms. Huber,Ms. Brandt,White,White,1,baseline,9,24.75,23.625,0.7660414610069102,0.23395853899308983,0.98828125,accept
Ms. Gao,Mr. Yoo,Asian,Asian,1,baseline,9,24.875,23.0,0.87455919395466,0.12544080604534005,0.96875,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,1,baseline,9,24.125,23.5,0.6653386454183267,0.3346613545816733,0.98046875,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,1,baseline,9,24.875,22.25,0.9362549800796812,0.06374501992031872,0.98046875,accept
Ms. Cho,Ms. Lesane,Asian,Black,1,baseline,9,24.5,23.25,0.7857142857142857,0.21428571428571427,0.984375,accept
Ms. Dayzie,Mr. Traore,Native,Black,1,baseline,9,25.0,22.875,0.896448224112056,0.10355177588794397,0.9765625,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,1,baseline,9,25.25,23.25,0.8857994041708044,0.11420059582919563,0.984375,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,1,baseline,9,24.25,24.125,0.5425742574257426,0.45742574257425744,0.984375,accept
Ms. Sesay,Ms. Duffy,Black,White,1,baseline,9,24.75,23.25,0.8237623762376237,0.17623762376237623,0.984375,accept
Ms. Phan,Mr. Blackgoat,Asian,Native,1,baseline,9,24.875,23.0,0.8734491315136477,0.12655086848635236,0.984375,accept
Ms. Wolf,Ms. Le,White,Asian,1,baseline,9,24.625,23.125,0.8213228035538006,0.17867719644619942,0.98828125,accept
Ms. Desta,Ms. Petersen,Black,White,1,baseline,9,24.625,22.875,0.8582834331337326,0.14171656686626746,0.9765625,accept
Mr. Okafor,Mr. Petersen,Black,White,1,baseline,9,25.0,22.25,0.9414111194215906,0.05858888057840937,0.98046875,accept
Mr. Vargas,Ms. Saintil,Hispanic,Black,1,baseline,9,23.875,24.25,0.4251497005988024,0.5748502994011976,0.9765625,reject
