proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,2,baseline,8,28.375,29.125,0.3194029850746269,0.6805970149253732,3.129243850708008e-07,reject
Mr. Orozco,Ms. Brandt,Hispanic,White,2,baseline,8,35.25,26.75,0.999798053942426,0.00020194605757394298,0.0002651214599609375,accept
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,2,baseline,8,32.25,24.875,0.9993688174609489,0.0006311825390511045,1.3709068298339844e-06,accept
Ms. Sharma,Mr. Traore,Asian,Black,2,baseline,8,30.75,23.5,0.9992768554877337,0.0007231445122662416,3.7401914596557617e-06,accept
Ms. Contreras,Mr. Owen,Hispanic,White,2,baseline,8,31.625,28.375,0.9626365204062081,0.037363479593791916,3.795139491558075e-08,accept
Ms. Spottedhorse,Ms. Han,Native,Asian,2,baseline,8,35.25,30.75,0.9890773878689286,0.010922612131071346,7.987022399902344e-06,accept
Ms. Chu,Ms. Blackhorse,Asian,Native,2,baseline,8,33.0,26.5,0.998502378091931,0.0014976219080690553,1.7657876014709473e-06,accept
Mr. Desir,Mr. Haskie,Black,Native,2,baseline,8,30.25,25.75,0.989019926799512,0.010980073200488003,5.3783878684043884e-08,accept
Ms. Ndiaye,Ms. Torres,Black,Hispanic,2,baseline,8,37.5,28.25,0.9999042071597423,9.579284025771363e-05,7.534027099609375e-05,accept
Mr. Decker,Ms. Rojas,White,Hispanic,2,baseline,8,34.0,28.625,0.9955017446504393,0.004498255349560685,2.2172927856445312e-05,accept
Mr. Cheung,Ms. Johnston,Asian,White,2,baseline,8,33.5,30.625,0.9473321858864028,0.05266781411359724,1.0848045349121094e-05,accept
Ms. Robles,Ms. Louissaint,Hispanic,Black,2,baseline,8,29.625,32.75,0.044077710465844994,0.955922289534155,1.7881393432617188e-05,reject
Mr. Ravenell,Ms. Peck,Black,White,2,baseline,8,33.75,31.0,0.9408171057655593,0.059182894234440626,2.4437904357910156e-06,accept
Ms. Ayze,Ms. Han,Native,Asian,2,baseline,8,33.25,28.375,0.9924559932942163,0.0075440067057837385,1.385807991027832e-06,accept
Ms. Jensen,Mr. Oconnor,White,White,2,baseline,8,32.5,25.625,0.9989632047036384,0.0010367952963615922,8.307397365570068e-07,accept
Ms. Jain,Mr. Mccarthy,Asian,White,2,baseline,8,31.375,24.0,0.9993697009129171,0.0006302990870829351,4.470348358154297e-07,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,2,baseline,8,34.25,29.5,0.9915796564499831,0.008420343550016841,2.2172927856445312e-05,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,2,baseline,8,31.5,29.5,0.8800567778566359,0.11994322214336409,1.6391277313232422e-07,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,2,baseline,8,34.75,30.125,0.9903805938937683,0.009619406106231703,1.33514404296875e-05,accept
Mr. Moyer,Mr. Rasmussen,White,White,2,baseline,8,32.25,25.625,0.9986696136579264,0.0013303863420736006,1.3709068298339844e-06,accept
Ms. Huber,Ms. Brandt,White,White,2,baseline,8,34.25,27.75,0.9985059817752586,0.001494018224741398,1.0192394256591797e-05,accept
Ms. Gao,Mr. Yoo,Asian,Asian,2,baseline,8,32.75,27.0,0.9968301177943881,0.0031698822056118654,1.862645149230957e-07,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,2,baseline,8,31.875,28.25,0.97442143727162,0.025578562728380026,3.4421682357788086e-06,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,2,baseline,8,32.0,26.375,0.9963871192948774,0.003612880705122611,8.344650268554688e-07,accept
Ms. Cho,Ms. Lesane,Asian,Black,2,baseline,8,34.25,28.125,0.9978848986190935,0.0021151013809065037,1.049041748046875e-05,accept
Ms. Dayzie,Mr. Traore,Native,Black,2,baseline,8,31.5,23.0,0.9997913985214396,0.0002086014785603555,1.6808509826660156e-05,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,2,baseline,8,33.0,26.25,0.9988321477863892,0.0011678522136107867,6.845220923423767e-08,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,2,baseline,8,32.0,33.0,0.27007299270072993,0.7299270072992701,5.0961971282958984e-06,reject
Ms. Sesay,Ms. Duffy,Black,White,2,baseline,8,35.25,27.5,0.9995736065112163,0.00042639348878370585,2.1696090698242188e-05,accept
Ms. Phan,Mr. Blackgoat,Asian,Native,2,baseline,8,30.375,23.5,0.9989690150213403,0.0010309849786597194,1.6391277313232422e-07,accept
Ms. Wolf,Ms. Le,White,Asian,2,baseline,8,31.375,25.875,0.9959654178674352,0.004034582132564841,2.0265579223632812e-06,accept
Ms. Desta,Ms. Petersen,Black,White,2,baseline,8,34.0,29.25,0.9914474745844764,0.00855252541552364,1.080334186553955e-06,accept
Mr. Okafor,Mr. Petersen,Black,White,2,baseline,8,31.75,26.75,0.9932949865559375,0.006705013444062489,5.3551048040390015e-08,accept
Mr. Vargas,Ms. Saintil,Hispanic,Black,2,baseline,8,32.0,29.25,0.9402283411685695,0.05977165883143049,6.92903995513916e-07,accept
Mr. Bekele,Mr. Littlelight,Black,Native,2,baseline,8,30.625,25.875,0.9914016650743824,0.008598334925617578,2.1327286958694458e-07,accept
Mr. Li,Mr. Altaha,Asian,Native,2,baseline,8,30.5,25.875,0.9902813299232737,0.009718670076726343,1.1362135410308838e-07,accept
Mr. Bui,Mr. Molina,Asian,Hispanic,2,baseline,8,32.0,26.875,0.9940570616787024,0.005942938321297502,3.073364496231079e-07,accept
Mr. Shije,Mr. Salazar,Native,Hispanic,2,baseline,8,33.0,27.75,0.9948055037868274,0.005194496213172608,2.9355287551879883e-06,accept
Ms. Goldtooth,Mr. Donovan,Native,White,2,baseline,8,32.75,27.5,0.9947520042877241,0.005247995712275843,6.51925802230835e-07,accept
Ms. Moua,Ms. Chowdhury,Asian,Asian,2,baseline,8,35.5,28.875,0.9986716214625616,0.0013283785374384155,2.765655517578125e-05,accept
Ms. Dorvil,Mr. Keller,Black,White,2,baseline,8,32.75,27.75,0.9932706880872992,0.0067293119127008185,2.4028122425079346e-07,accept
Ms. Fischer,Mr. Vu,White,Asian,2,baseline,8,32.0,25.75,0.99807171533039,0.001928284669610023,1.3783574104309082e-06,accept
Ms. Peck,Mr. Chery,White,Black,2,baseline,8,31.0,24.375,0.9986686025806099,0.001331397419390187,4.1443854570388794e-08,accept
Ms. Kline,Ms. Edouard,White,Black,2,baseline,8,34.0,26.5,0.9994517378704535,0.0005482621295465089,4.827976226806641e-06,accept
Ms. Weber,Mr. Roanhorse,White,Native,2,baseline,8,31.625,27.125,0.9889624724061811,0.011037527593818985,1.9431114196777344e-05,accept
Mr. Yohannes,Ms. Delgarito,Black,Native,2,baseline,8,28.375,32.0,0.02815768302493966,0.9718423169750603,3.695487976074219e-05,reject
Ms. Padilla,Mr. Stfleur,Hispanic,Black,2,baseline,8,32.25,25.25,0.9990840667436581,0.0009159332563418422,2.9206275939941406e-06,accept
Mr. Wassillie,Ms. Manigault,Native,Black,2,baseline,8,28.875,33.0,0.016645326504481434,0.9833546734955185,0.0003490447998046875,reject
Mr. Ayala,Mr. Stark,Hispanic,White,2,baseline,8,31.0,28.125,0.9466718567536007,0.053328143246399375,2.3990869522094727e-06,accept
Ms. Maldonado,Mr. Warsame,Hispanic,Black,2,baseline,8,32.5,25.5,0.9990828731437937,0.0009171268562062169,3.725290298461914e-06,accept
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,2,baseline,8,32.75,26.625,0.9977865460494659,0.002213453950534116,4.827976226806641e-06,accept
Ms. Dorvil,Mr. Torres,Black,Hispanic,2,baseline,8,34.25,27.0,0.9992876583724847,0.0007123416275153277,1.7657876014709473e-06,accept
Mr. Birdinground,Mr. Fluellen,Native,Black,2,baseline,8,31.625,23.375,0.9997356834487833,0.00026431655121668954,2.4437904357910156e-05,accept
Ms. Yeboah,Mr. Goldtooth,Black,Native,2,baseline,8,31.125,21.625,0.9999234532909913,7.654670900872012e-05,7.033348083496094e-06,accept
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,2,baseline,8,33.75,26.875,0.9989714704441217,0.0010285295558782892,1.3172626495361328e-05,accept
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,2,baseline,8,31.125,27.875,0.9625897083524202,0.03741029164757978,7.636845111846924e-07,accept
Mr. Nunez,Ms. Fry,Hispanic,White,2,baseline,8,33.0,31.75,0.7779390420899854,0.2220609579100145,1.0251998901367188e-05,accept
Mr. Yoder,Ms. Johnston,White,White,2,baseline,8,33.75,28.5,0.9948319378230038,0.005168062176996114,4.649162292480469e-05,accept
Mr. Trinh,Ms. Ortega,Asian,Hispanic,2,baseline,8,35.5,28.875,0.9986829601720487,0.0013170398279512528,2.7894973754882812e-05,accept
Ms. Vu,Mr. Abebe,Asian,Black,2,baseline,8,29.0,24.875,0.9840306189784875,0.015969381021512474,3.448803909122944e-09,accept
Mr. Hess,Ms. Salinas,White,Hispanic,2,baseline,8,31.75,29.25,0.9245364381198793,0.07546356188012074,8.64267349243164e-06,accept
Ms. Chu,Ms. Lo,Asian,Asian,2,baseline,8,30.875,25.875,0.9933383696174714,0.006661630382528673,2.123415470123291e-07,accept
Ms. Mccarthy,Ms. Ng,White,Asian,2,baseline,8,34.0,26.625,0.9993795243019649,0.0006204756980351603,3.600120544433594e-05,accept
Mr. Meza,Mr. Saintlouis,Hispanic,Black,2,baseline,8,30.5,28.0,0.9237472766884531,0.07625272331154684,4.284083843231201e-07,accept
Mr. Campos,Ms. Sharma,Hispanic,Asian,2,baseline,8,28.75,30.75,0.12081060015588464,0.8791893998441154,1.9073486328125e-05,reject
Mr. Runningcrane,Ms. Friedman,Native,White,2,baseline,8,33.0,27.75,0.9948044141010778,0.005195585898922238,2.1696090698242188e-05,accept
Mr. Escobar,Ms. Petersen,Hispanic,White,2,baseline,8,31.25,28.5,0.940032414910859,0.059967585089141004,1.1473894119262695e-06,accept
Ms. Yoder,Mr. Maldonado,White,Hispanic,2,baseline,8,33.0,24.375,0.9998190916322522,0.00018090836774776006,1.6808509826660156e-05,accept
Mr. Smallcanyon,Mr. Clitso,Native,Native,2,baseline,8,28.875,24.875,0.981821406402412,0.01817859359758801,2.6226043701171875e-06,accept
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,2,baseline,8,32.25,25.0,0.999284366664498,0.0007156333355019192,2.905726432800293e-06,accept
Ms. Desir,Mr. Lin,Black,Asian,2,baseline,8,30.625,25.375,0.9947528150438211,0.005247184956178915,1.2852251529693604e-07,accept
Ms. Gomez,Mr. Apachito,Hispanic,Native,2,baseline,8,30.375,23.25,0.9991939247380255,0.0008060752619744601,9.424984455108643e-07,accept
Mr. Wauneka,Ms. Lawal,Native,Black,2,baseline,8,33.75,26.875,0.9989764585465711,0.0010235414534288639,2.9087066650390625e-05,accept
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,2,baseline,8,31.875,31.5,0.5958083832335329,0.4041916167664671,1.2442469596862793e-06,accept
Mr. Cao,Ms. Trevino,Asian,Hispanic,2,baseline,8,31.25,32.5,0.22280887011615627,0.7771911298838438,1.7657876014709473e-06,reject
Ms. Bitsilly,Mr. Soto,Native,Hispanic,2,baseline,8,34.0,27.125,0.9989634778367172,0.0010365221632827268,2.384185791015625e-07,accept
Mr. Hoffman,Ms. Dong,White,Asian,2,baseline,8,30.0,30.0,0.5019455252918288,0.4980544747081712,4.76837158203125e-07,accept
Mr. Ayze,Ms. Torres,Native,Hispanic,2,baseline,8,35.5,28.375,0.9992052873540093,0.000794712645990725,4.6253204345703125e-05,accept
Mr. Apachito,Ms. Calixte,Native,Black,2,baseline,8,30.5,35.5,0.006738819685521748,0.9932611803144783,7.987022399902344e-06,reject
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,2,baseline,8,27.375,34.75,0.0006489423246220791,0.9993510576753779,0.00074005126953125,reject
Ms. Birdinground,Ms. Donovan,Native,White,2,baseline,8,32.25,26.625,0.9964263765278948,0.0035736234721052513,1.0251998901367188e-05,accept
Ms. Oconnor,Mr. Benallie,White,Native,2,baseline,8,32.5,24.0,0.9997944501541624,0.00020554984583761563,1.0192394256591797e-05,accept
Mr. Stark,Mr. Molina,White,Hispanic,2,baseline,8,31.625,23.5,0.9997025926165385,0.0002974073834615633,9.000301361083984e-06,accept
Ms. Sesay,Mr. Beyale,Black,Native,2,baseline,8,29.75,22.125,0.9995066835150515,0.0004933164849485711,1.3783574104309082e-06,accept
Ms. Keita,Mr. Ho,Black,Asian,2,baseline,8,29.75,25.375,0.987599889776798,0.012400110223201984,1.979060471057892e-08,accept
Ms. Keams,Ms. Stein,Native,White,2,baseline,8,31.75,31.75,0.503030303030303,0.49696969696969695,6.146728992462158e-07,accept
Mr. Apachito,Mr. Dinh,Native,Asian,2,baseline,8,31.625,26.375,0.9947374862317954,0.005262513768204626,9.499490261077881e-07,accept
Ms. Dinh,Mr. Prioleau,Asian,Black,2,baseline,8,33.5,24.0,0.9999242986623162,7.570133768371512e-05,6.198883056640625e-06,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,2,baseline,8,34.5,27.5,0.9990909862193511,0.0009090137806489146,4.798173904418945e-06,accept
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,2,baseline,8,32.75,26.25,0.9984870877751445,0.0015129122248554864,8.307397365570068e-07,accept
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,2,baseline,8,26.25,29.125,0.05339992316557818,0.9466000768344218,6.07222318649292e-07,reject
Ms. Weiss,Mr. Littlelight,White,Native,2,baseline,8,30.0,23.125,0.9989611731887764,0.001038826811223548,1.3783574104309082e-06,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,2,baseline,8,35.5,26.5,0.9998779445868424,0.00012205541315757354,0.000438690185546875,accept
Mr. Tadesse,Mr. Fry,Black,White,2,baseline,8,31.875,26.5,0.9954047366560622,0.004595263343937788,1.564621925354004e-06,accept
Ms. Bah,Ms. Ahasteen,Black,Native,2,baseline,8,32.5,28.125,0.9876255641286942,0.012374435871305867,4.0046870708465576e-07,accept
Ms. Appiah,Mr. Desir,Black,Black,2,baseline,8,32.0,23.625,0.9997672689292668,0.0002327310707332164,1.0251998901367188e-05,accept
Ms. Rasmussen,Mr. Whitehat,White,Native,2,baseline,8,30.5,23.5,0.9990832092722027,0.0009167907277972631,2.765655517578125e-05,accept
Mr. Straughter,Ms. Lawal,Black,Black,2,baseline,8,32.0,27.875,0.9844559585492227,0.015544041450777202,2.300739288330078e-05,accept
Mr. Todacheene,Mr. Bui,Native,Asian,2,baseline,8,32.5,27.375,0.9941107184923439,0.005889281507656066,3.948807716369629e-07,accept
Mr. Mensah,Ms. Lawal,Black,Black,2,baseline,8,27.875,30.875,0.048252911813643926,0.9517470881863561,4.470348358154297e-06,reject
Mr. Gao,Ms. Vega,Asian,Hispanic,2,baseline,8,31.875,27.25,0.9903550609432963,0.009644939056703763,2.738088369369507e-07,accept
Mr. Lesane,Ms. Bullbear,Black,Native,2,baseline,8,30.125,35.0,0.007808079665044698,0.9921919203349553,0.000263214111328125,reject
Ms. Cho,Mr. Whiteplume,Asian,Native,2,baseline,8,31.5,24.5,0.9990845579378463,0.0009154420621536979,4.827976226806641e-06,accept
Ms. Cho,Mr. Lesane,Asian,Black,2,baseline,8,31.25,25.0,0.9980611421444816,0.0019388578555184087,1.385807991027832e-06,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,2,baseline,8,33.25,26.0,0.9992919431940332,0.0007080568059667544,7.927417755126953e-06,accept
Mr. Dorvil,Mr. Torres,Black,Hispanic,2,baseline,8,35.0,30.75,0.9859074570662406,0.014092542933759342,5.103647708892822e-07,accept
Ms. Stfleur,Ms. Arcoren,Black,Native,2,baseline,8,33.75,27.5,0.9980889813272754,0.0019110186727246215,3.7848949432373047e-06,accept
Mr. Lasiloo,Mr. Weber,Native,White,2,baseline,8,31.625,26.625,0.9933112539775311,0.006688746022468992,4.4889748096466064e-07,accept
Ms. Torres,Mr. Kwon,Hispanic,Asian,2,baseline,8,32.25,25.625,0.9986654347602916,0.0013345652397084489,2.2649765014648438e-06,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,2,baseline,8,32.5,25.125,0.9993701056822689,0.0006298943177311362,3.7401914596557617e-06,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,2,baseline,8,32.0,26.125,0.9972317536094949,0.0027682463905050808,2.8133392333984375e-05,accept
Ms. Brandt,Ms. Abebe,White,Black,2,baseline,8,31.5,27.625,0.9797004991680532,0.020299500831946756,3.282912075519562e-08,accept
