proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Medina,Mr. Littlewhiteman,Hispanic,Native,9,baseline,1,25.125,22.125,0.9537472174128123,0.046252782587187735,0.98828125,accept
Mr. Orozco,Ms. Brandt,Hispanic,White,9,baseline,1,24.75,22.625,0.8959681433549029,0.10403185664509706,0.98046875,accept
Ms. Robles,Mr. Chasinghawk,Hispanic,Native,9,baseline,1,25.0,21.625,0.9693328326448867,0.03066716735511328,0.9765625,accept
Ms. Sharma,Mr. Traore,Asian,Black,9,baseline,1,24.75,21.5,0.9635627530364372,0.03643724696356275,0.96484375,accept
Ms. Contreras,Mr. Owen,Hispanic,White,9,baseline,1,24.75,22.5,0.9101796407185628,0.08982035928143713,0.9765625,accept
Ms. Spottedhorse,Ms. Han,Native,Asian,9,baseline,1,24.625,22.5,0.8999008919722498,0.10009910802775025,0.984375,accept
Ms. Chu,Ms. Blackhorse,Asian,Native,9,baseline,1,24.875,21.5,0.9679012345679012,0.03209876543209877,0.98828125,accept
Mr. Desir,Mr. Haskie,Black,Native,9,baseline,1,24.625,21.75,0.949937106918239,0.050062893081761005,0.96875,accept
Ms. Ndiaye,Ms. Torres,Black,Hispanic,9,baseline,1,24.625,22.0,0.9353233830845771,0.06467661691542288,0.98046875,accept
Mr. Decker,Ms. Rojas,White,Hispanic,9,baseline,1,24.625,22.875,0.8562814070351759,0.14371859296482412,0.97265625,accept
Mr. Cheung,Ms. Johnston,Asian,White,9,baseline,1,24.5,23.125,0.8055555555555556,0.19444444444444445,0.984375,accept
Ms. Robles,Ms. Louissaint,Hispanic,Black,9,baseline,1,24.875,22.25,0.9343936381709742,0.06560636182902585,0.984375,accept
Mr. Ravenell,Ms. Peck,Black,White,9,baseline,1,24.625,22.75,0.8724362181090545,0.12756378189094547,0.9765625,accept
Ms. Ayze,Ms. Han,Native,Asian,9,baseline,1,24.875,22.375,0.9276511397423192,0.07234886025768088,0.984375,accept
Ms. Jensen,Mr. Oconnor,White,White,9,baseline,1,24.625,21.875,0.9447236180904522,0.05527638190954774,0.97265625,accept
Ms. Jain,Mr. Mccarthy,Asian,White,9,baseline,1,24.5,20.875,0.9743062692702981,0.025693730729701953,0.94921875,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,9,baseline,1,24.75,22.375,0.9189457981103928,0.08105420188960716,0.98046875,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,9,baseline,1,24.75,21.375,0.9674048270714108,0.032595172928589204,0.98046875,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,9,baseline,1,24.0,22.375,0.841025641025641,0.15897435897435896,0.953125,accept
Mr. Moyer,Mr. Rasmussen,White,White,9,baseline,1,24.75,21.375,0.9676455948232952,0.03235440517670483,0.98046875,accept
Ms. Huber,Ms. Brandt,White,White,9,baseline,1,24.875,22.25,0.9355797819623389,0.06442021803766106,0.984375,accept
Ms. Gao,Mr. Yoo,Asian,Asian,9,baseline,1,24.875,22.125,0.9430730478589421,0.05692695214105793,0.96875,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,9,baseline,1,24.5,22.75,0.856,0.144,0.9765625,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,9,baseline,1,24.625,21.375,0.9653092006033183,0.03469079939668175,0.97265625,accept
Ms. Cho,Ms. Lesane,Asian,Black,9,baseline,1,24.375,22.625,0.8582834331337326,0.14171656686626746,0.9765625,accept
Ms. Dayzie,Mr. Traore,Native,Black,9,baseline,1,24.875,21.75,0.9591939546599496,0.040806045340050376,0.96875,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,9,baseline,1,25.125,22.125,0.9536159600997506,0.04638403990024938,0.98046875,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,9,baseline,1,24.625,22.875,0.8565737051792829,0.14342629482071714,0.98046875,accept
Ms. Sesay,Ms. Duffy,Black,White,9,baseline,1,24.625,22.125,0.9264413518886679,0.073558648111332,0.984375,accept
Ms. Phan,Mr. Blackgoat,Asian,Native,9,baseline,1,24.5,21.5,0.9549231931503399,0.045076806849660034,0.96875,accept
Ms. Wolf,Ms. Le,White,Asian,9,baseline,1,24.5,22.375,0.8959365708622399,0.10406342913776016,0.984375,accept
Ms. Desta,Ms. Petersen,Black,White,9,baseline,1,24.375,21.875,0.926656550328781,0.07334344967121902,0.96484375,accept
Mr. Okafor,Mr. Petersen,Black,White,9,baseline,1,24.5,21.5,0.9535353535353536,0.046464646464646465,0.96875,accept
Mr. Vargas,Ms. Saintil,Hispanic,Black,9,baseline,1,24.625,22.75,0.8711288711288712,0.12887112887112886,0.9765625,accept
Mr. Bekele,Mr. Littlelight,Black,Native,9,baseline,1,24.875,22.125,0.9411764705882353,0.058823529411764705,0.984375,accept
Mr. Li,Mr. Altaha,Asian,Native,9,baseline,1,25.125,21.75,0.9677739216658403,0.03222607833415964,0.984375,accept
Mr. Bui,Mr. Molina,Asian,Hispanic,9,baseline,1,25.25,22.5,0.9407075236671649,0.059292476332835076,0.98046875,accept
Mr. Shije,Mr. Salazar,Native,Hispanic,9,baseline,1,24.875,21.625,0.964,0.036,0.9765625,accept
Ms. Goldtooth,Mr. Donovan,Native,White,9,baseline,1,25.0,22.125,0.9488833746898263,0.0511166253101737,0.984375,accept
Ms. Moua,Ms. Chowdhury,Asian,Asian,9,baseline,1,24.625,22.125,0.927536231884058,0.07246376811594203,0.9765625,accept
Ms. Dorvil,Mr. Keller,Black,White,9,baseline,1,24.875,22.5,0.9189457981103928,0.08105420188960716,0.98046875,accept
Ms. Fischer,Mr. Vu,White,Asian,9,baseline,1,24.875,22.125,0.9409409409409409,0.05905905905905906,0.9765625,accept
Ms. Peck,Mr. Chery,White,Black,9,baseline,1,24.75,21.75,0.9542023150478107,0.04579768495218923,0.96875,accept
Ms. Kline,Ms. Edouard,White,Black,9,baseline,1,25.0,22.375,0.933728981206726,0.06627101879327399,0.98828125,accept
Ms. Weber,Mr. Roanhorse,White,Native,9,baseline,1,24.875,22.0,0.948948948948949,0.05105105105105105,0.9765625,accept
Mr. Yohannes,Ms. Delgarito,Black,Native,9,baseline,1,24.25,23.375,0.7134268537074149,0.2865731462925852,0.9765625,accept
Ms. Padilla,Mr. Stfleur,Hispanic,Black,9,baseline,1,24.75,22.25,0.9272453587556447,0.07275464124435524,0.97265625,accept
Mr. Wassillie,Ms. Manigault,Native,Black,9,baseline,1,24.375,23.0,0.8047808764940239,0.1952191235059761,0.98046875,accept
Mr. Ayala,Mr. Stark,Hispanic,White,9,baseline,1,24.75,22.25,0.9282868525896414,0.07171314741035857,0.98046875,accept
Ms. Maldonado,Mr. Warsame,Hispanic,Black,9,baseline,1,24.625,21.875,0.9416539827498731,0.058346017250126836,0.9609375,accept
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,9,baseline,1,25.25,22.25,0.9539831766452251,0.04601682335477486,0.98828125,accept
Ms. Dorvil,Mr. Torres,Black,Hispanic,9,baseline,1,25.25,22.625,0.9346534653465347,0.06534653465346535,0.984375,accept
Mr. Birdinground,Mr. Fluellen,Native,Black,9,baseline,1,24.875,22.0,0.9470034670629024,0.05299653293709757,0.984375,accept
Ms. Yeboah,Mr. Goldtooth,Black,Native,9,baseline,1,24.375,22.125,0.9108312342569269,0.08916876574307304,0.96875,accept
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,9,baseline,1,24.75,21.75,0.9556993529118964,0.04430064708810354,0.98046875,accept
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,9,baseline,1,24.375,22.125,0.9080863887493722,0.09191361125062783,0.97265625,accept
Mr. Nunez,Ms. Fry,Hispanic,White,9,baseline,1,24.875,22.75,0.8955223880597015,0.1044776119402985,0.98046875,accept
Mr. Yoder,Ms. Johnston,White,White,9,baseline,1,24.75,23.125,0.8396039603960396,0.1603960396039604,0.984375,accept
Mr. Trinh,Ms. Ortega,Asian,Hispanic,9,baseline,1,24.875,22.625,0.9061102831594635,0.09388971684053651,0.984375,accept
Ms. Vu,Mr. Abebe,Asian,Black,9,baseline,1,24.875,22.25,0.9345981028457314,0.0654018971542686,0.9765625,accept
Mr. Hess,Ms. Salinas,White,Hispanic,9,baseline,1,25.0,22.625,0.9166666666666666,0.08333333333333333,0.984375,accept
Ms. Chu,Ms. Lo,Asian,Asian,9,baseline,1,24.75,22.25,0.9262741217219198,0.07372587827808016,0.98828125,accept
Ms. Mccarthy,Ms. Ng,White,Asian,9,baseline,1,24.5,22.125,0.9173760640961443,0.08262393590385578,0.9765625,accept
Mr. Meza,Mr. Saintlouis,Hispanic,Black,9,baseline,1,24.875,21.5,0.9687265449086815,0.031273455091318486,0.9765625,accept
Mr. Campos,Ms. Sharma,Hispanic,Asian,9,baseline,1,24.25,22.75,0.8249496981891348,0.1750503018108652,0.96875,accept
Mr. Runningcrane,Ms. Friedman,Native,White,9,baseline,1,24.625,22.5,0.896448224112056,0.10355177588794397,0.9765625,accept
Mr. Escobar,Ms. Petersen,Hispanic,White,9,baseline,1,24.5,22.625,0.8711288711288712,0.12887112887112886,0.9765625,accept
Ms. Yoder,Mr. Maldonado,White,Hispanic,9,baseline,1,24.875,21.875,0.9532428355957768,0.04675716440422323,0.97265625,accept
Mr. Smallcanyon,Mr. Clitso,Native,Native,9,baseline,1,24.375,22.0,0.9199594731509625,0.0800405268490375,0.96484375,accept
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,9,baseline,1,24.375,22.375,0.8847926267281107,0.1152073732718894,0.953125,accept
Ms. Desir,Mr. Lin,Black,Asian,9,baseline,1,24.875,22.25,0.9343358395989975,0.06566416040100251,0.97265625,accept
Ms. Gomez,Mr. Apachito,Hispanic,Native,9,baseline,1,24.375,22.25,0.9032911392405063,0.09670886075949367,0.96484375,accept
Mr. Wauneka,Ms. Lawal,Native,Black,9,baseline,1,24.5,22.75,0.8551448551448552,0.14485514485514486,0.9765625,accept
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,9,baseline,1,24.75,23.125,0.8398009950248756,0.16019900497512438,0.98046875,accept
Mr. Cao,Ms. Trevino,Asian,Hispanic,9,baseline,1,24.625,22.75,0.8697394789579158,0.13026052104208416,0.9765625,accept
Ms. Bitsilly,Mr. Soto,Native,Hispanic,9,baseline,1,24.75,21.875,0.9485685330630859,0.05143146693691411,0.96484375,accept
Mr. Hoffman,Ms. Dong,White,Asian,9,baseline,1,24.25,22.75,0.8232931726907631,0.17670682730923695,0.97265625,accept
Mr. Ayze,Ms. Torres,Native,Hispanic,9,baseline,1,24.875,23.125,0.8554455445544554,0.14455445544554454,0.984375,accept
Mr. Apachito,Ms. Calixte,Native,Black,9,baseline,1,24.25,22.25,0.8826196473551637,0.11738035264483627,0.96875,accept
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,9,baseline,1,24.25,22.25,0.8844221105527639,0.11557788944723618,0.97265625,accept
Ms. Birdinground,Ms. Donovan,Native,White,9,baseline,1,24.5,22.375,0.8973080757726819,0.10269192422731804,0.98046875,accept
Ms. Oconnor,Mr. Benallie,White,Native,9,baseline,1,24.625,22.125,0.9278870398386283,0.07211296016137166,0.96875,accept
Mr. Stark,Mr. Molina,White,Hispanic,9,baseline,1,25.375,23.125,0.9051383399209486,0.09486166007905138,0.98828125,accept
Ms. Sesay,Mr. Beyale,Black,Native,9,baseline,1,25.0,21.5,0.9718875502008032,0.028112449799196786,0.97265625,accept
Ms. Keita,Mr. Ho,Black,Asian,9,baseline,1,24.625,21.75,0.9482976040353089,0.05170239596469105,0.96875,accept
Ms. Keams,Ms. Stein,Native,White,9,baseline,1,24.625,22.125,0.9264413518886679,0.073558648111332,0.984375,accept
Mr. Apachito,Mr. Dinh,Native,Asian,9,baseline,1,25.0,21.875,0.9580124223602484,0.041987577639751555,0.984375,accept
Ms. Dinh,Mr. Prioleau,Asian,Black,9,baseline,1,24.875,22.0,0.9472895328503622,0.05271046714963777,0.9765625,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,9,baseline,1,24.625,22.75,0.8743169398907104,0.12568306010928962,0.984375,accept
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,9,baseline,1,24.375,21.875,0.9295629820051414,0.07043701799485862,0.94921875,accept
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,9,baseline,1,24.375,22.25,0.9025012761613068,0.09749872383869321,0.95703125,accept
Ms. Weiss,Mr. Littlelight,White,Native,9,baseline,1,25.125,22.625,0.9267326732673268,0.07326732673267326,0.984375,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,9,baseline,1,24.5,23.0,0.8231768231768232,0.17682317682317683,0.9765625,accept
Mr. Tadesse,Mr. Fry,Black,White,9,baseline,1,25.0,22.125,0.9474993779547151,0.0525006220452849,0.98046875,accept
Ms. Bah,Ms. Ahasteen,Black,Native,9,baseline,1,24.75,21.75,0.9533782099227125,0.04662179007728746,0.98046875,accept
Ms. Appiah,Mr. Desir,Black,Black,9,baseline,1,24.5,21.5,0.9549822964087,0.04501770359129995,0.96484375,accept
Ms. Rasmussen,Mr. Whitehat,White,Native,9,baseline,1,24.75,21.25,0.9713998996487707,0.028600100351229302,0.97265625,accept
Mr. Straughter,Ms. Lawal,Black,Black,9,baseline,1,24.875,23.0,0.8693918245264207,0.13060817547357925,0.98046875,accept
Mr. Todacheene,Mr. Bui,Native,Asian,9,baseline,1,24.625,21.875,0.9411764705882353,0.058823529411764705,0.97265625,accept
Mr. Mensah,Ms. Lawal,Black,Black,9,baseline,1,24.625,22.75,0.8700906344410876,0.1299093655589124,0.96875,accept
Mr. Gao,Ms. Vega,Asian,Hispanic,9,baseline,1,24.5,22.75,0.8571428571428571,0.14285714285714285,0.96875,accept
Mr. Lesane,Ms. Bullbear,Black,Native,9,baseline,1,24.625,22.0,0.9348044132397192,0.06519558676028084,0.97265625,accept
Ms. Cho,Mr. Whiteplume,Asian,Native,9,baseline,1,24.875,22.375,0.9273631840796019,0.07263681592039802,0.98046875,accept
Ms. Cho,Mr. Lesane,Asian,Black,9,baseline,1,24.75,22.5,0.908908908908909,0.09109109109109109,0.9765625,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,9,baseline,1,24.625,22.625,0.8849028400597907,0.11509715994020926,0.98046875,accept
Mr. Dorvil,Mr. Torres,Black,Hispanic,9,baseline,1,25.25,23.0,0.9068506653523903,0.09314933464760966,0.9921875,accept
Ms. Stfleur,Ms. Arcoren,Black,Native,9,baseline,1,24.625,22.0,0.9353233830845771,0.06467661691542288,0.98046875,accept
Mr. Lasiloo,Mr. Weber,Native,White,9,baseline,1,24.75,21.5,0.9632775418436172,0.03672245815638271,0.9765625,accept
Ms. Torres,Mr. Kwon,Hispanic,Asian,9,baseline,1,24.875,22.25,0.9354838709677419,0.06451612903225806,0.96875,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,9,baseline,1,24.625,21.75,0.948948948948949,0.05105105105105105,0.9765625,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,9,baseline,1,24.75,22.5,0.9065606361829026,0.09343936381709742,0.984375,accept
Ms. Brandt,Ms. Abebe,White,Black,9,baseline,1,24.5,21.875,0.936,0.064,0.9765625,accept
Mr. Walsh,Mr. Valenzuela,White,Hispanic,9,baseline,1,25.25,21.75,0.9708978328173374,0.02910216718266254,0.984375,accept
Ms. Krueger,Mr. Walsh,White,White,9,baseline,1,24.75,21.75,0.9539078156312625,0.04609218436873747,0.9765625,accept
Mr. Gonzalez,Mr. Nez,Hispanic,Native,9,baseline,1,25.125,22.625,0.9244444444444444,0.07555555555555556,0.98828125,accept
Mr. Wang,Mr. Nunez,Asian,Hispanic,9,baseline,1,25.0,22.5,0.9264413518886679,0.073558648111332,0.984375,accept
Mr. Meyer,Ms. Nielsen,White,White,9,baseline,1,24.5,22.625,0.8702594810379242,0.12974051896207583,0.9765625,accept
Ms. Schmidt,Ms. Osei,White,Black,9,baseline,1,24.875,22.5,0.9169960474308301,0.08300395256916997,0.98828125,accept
Mr. Atcitty,Mr. Vargas,Native,Hispanic,9,baseline,1,25.0,22.0,0.9536159600997506,0.04638403990024938,0.98046875,accept
